user_id,signup_date,plan,country
1006,2025-10-26,basic,CA
1007,2025-10-22,free,US
1008,2025-10-01,premium,US
1009,2025-10-15,premium,US
1010,2025-10-02,premium,US
1011,2025-09-17,free,US
1012,2025-10-18,free,MX
1013,2025-09-15,free,US
1014,2025-09-19,free,US
1015,2025-10-02,free,US
1016,2025-10-21,free,US
1017,2025-09-24,premium,US
1018,2025-09-30,free,BR
1019,2025-09-03,free,UK
1020,2025-09-07,basic,US
1021,2025-09-04,basic,UK
1022,2025-09-05,basic,US
1023,2025-10-23,basic,MX
1024,2025-10-21,premium,BR
1025,2025-10-20,basic,BR
1026,2025-09-04,basic,CA
1027,2025-09-05,basic,US
1028,2025-09-17,free,US
1029,2025-10-04,free,US
1030,2025-09-21,free,US
1031,2025-09-30,free,MX
1032,2025-09-11,basic,US
1033,2025-10-14,free,US
1034,2025-09-19,free,US
1035,2025-09-04,free,US
1036,2025-10-15,basic,MX
1037,2025-10-25,free,MX
1038,2025-09-01,basic,US
1039,2025-09-27,premium,US
1040,2025-10-20,free,US
1041,2025-10-13,basic,US
1042,2025-10-22,free,BR
1043,2025-09-25,free,US
1044,2025-09-23,basic,US
1045,2025-10-13,premium,US
1046,2025-09-10,free,UK
1047,2025-09-15,basic,BR
1048,2025-10-07,free,US
1049,2025-10-11,basic,US
1050,2025-09-08,basic,US
1051,2025-10-01,basic,UK
1052,2025-09-22,basic,US
1053,2025-10-01,free,US
1054,2025-10-28,basic,UK
1055,2025-09-05,basic,BR
1056,2025-10-30,basic,US
1057,2025-09-27,free,US
1058,2025-10-17,free,US
1059,2025-09-26,free,US
1060,2025-09-19,free,US
1061,2025-10-17,free,UK
1062,2025-10-12,free,UK
1063,2025-09-09,basic,US
1064,2025-10-13,free,MX
1065,2025-10-16,basic,US
1066,2025-09-24,basic,US
1067,2025-10-26,basic,BR
1068,2025-10-09,free,US
1069,2025-09-21,free,US
1070,2025-09-01,basic,US
1071,2025-10-11,premium,US
1072,2025-09-13,free,US
1073,2025-10-16,basic,BR
1074,2025-10-02,basic,CA
1075,2025-09-29,basic,MX
1076,2025-09-10,free,CA
1077,2025-10-13,basic,US
1078,2025-09-10,free,CA
1079,2025-09-26,premium,US
1080,2025-10-21,free,US
1081,2025-10-26,free,UK
1082,2025-10-30,premium,US
1083,2025-10-28,free,US
1084,2025-10-04,free,US
1085,2025-09-13,free,US
1086,2025-10-21,free,US
1087,2025-10-19,free,US
1088,2025-10-30,free,CA
1089,2025-10-10,basic,US
1090,2025-09-09,basic,US
1091,2025-10-01,free,US
1092,2025-09-27,basic,CA
1093,2025-10-21,free,US
1094,2025-09-24,premium,US
1095,2025-09-20,free,US
1096,2025-09-05,basic,MX
1097,2025-10-21,free,BR
1098,2025-10-16,basic,US
1099,2025-09-03,free,BR
1100,2025-09-27,basic,US
1101,2025-09-29,free,US
1102,2025-09-29,premium,US
1103,2025-10-26,basic,US
1104,2025-09-10,basic,US
1105,2025-09-19,basic,US
1106,2025-09-11,premium,US
1107,2025-09-15,free,US
1108,2025-10-25,free,US
1109,2025-10-27,free,MX
1110,2025-09-03,free,MX
1111,2025-10-08,basic,US
1112,2025-09-14,premium,US
1113,2025-09-12,premium,US
1114,2025-09-18,basic,US
1115,2025-09-12,basic,US
1116,2025-09-30,premium,US
1117,2025-10-30,premium,MX
1118,2025-10-06,free,MX
1119,2025-10-14,basic,US
1120,2025-09-30,basic,US
1121,2025-09-01,free,CA
1122,2025-09-06,free,US
1123,2025-09-17,premium,CA
1124,2025-09-15,premium,US
1125,2025-10-21,premium,US
1126,2025-10-21,basic,US
1127,2025-10-22,free,US
1128,2025-10-09,free,UK
1129,2025-10-04,basic,US
1130,2025-10-09,basic,UK
1131,2025-09-25,basic,US
1132,2025-10-11,basic,CA
1133,2025-10-18,free,UK
1134,2025-10-16,basic,US
1135,2025-10-07,free,US
1136,2025-09-04,free,MX
1137,2025-10-14,free,US
1138,2025-09-22,free,UK
1139,2025-10-15,premium,US
1140,2025-10-03,free,US
1141,2025-10-23,free,US
1142,2025-09-21,basic,MX
1143,2025-10-26,basic,UK
1144,2025-10-21,free,US
1145,2025-09-20,free,BR
1146,2025-09-29,free,UK
1147,2025-10-02,basic,US
1148,2025-10-17,free,US
1149,2025-10-12,free,MX
1150,2025-10-22,free,MX
1151,2025-09-23,basic,US
1152,2025-10-01,free,CA
1153,2025-09-26,basic,US
1154,2025-10-25,free,UK
1155,2025-09-19,basic,CA
1156,2025-10-06,free,CA
1157,2025-09-08,free,US
1158,2025-10-22,free,US
1159,2025-09-24,basic,US
1160,2025-09-21,premium,US
1161,2025-10-05,free,MX
1162,2025-09-30,free,US
1163,2025-10-21,premium,US
1164,2025-10-02,basic,US
1165,2025-10-02,free,US
1166,2025-09-07,free,US
1167,2025-09-02,basic,MX
1168,2025-09-24,basic,BR
1169,2025-10-30,basic,US
1170,2025-10-26,premium,CA
1171,2025-10-08,free,CA
1172,2025-10-08,free,US
1173,2025-09-24,free,MX
1174,2025-09-11,free,US
1175,2025-09-01,free,US
1176,2025-09-21,free,US
1177,2025-09-19,free,US
1178,2025-09-12,basic,CA
1179,2025-09-16,free,UK
1180,2025-09-02,free,CA
1181,2025-10-07,basic,US
1182,2025-10-26,basic,US
1183,2025-10-12,basic,UK
1184,2025-09-27,basic,US
1185,2025-09-26,basic,US
1186,2025-09-19,free,US
1187,2025-09-09,free,US
1188,2025-10-06,basic,US
1189,2025-10-04,free,US
1190,2025-09-01,free,US
1191,2025-09-25,free,US
1192,2025-09-17,free,US
1193,2025-09-11,free,US
1194,2025-10-13,free,US
1195,2025-10-02,basic,CA
1196,2025-10-09,premium,US
1197,2025-10-13,free,MX
1198,2025-10-29,premium,BR
1199,2025-10-19,free,US
1200,2025-10-08,premium,CA
1201,2025-10-23,premium,MX
1202,2025-09-29,free,US
1203,2025-10-30,basic,US
1204,2025-10-16,premium,US
1205,2025-10-10,premium,UK
1206,2025-10-25,premium,BR
1207,2025-10-01,basic,UK
1208,2025-10-14,free,UK
1209,2025-09-18,basic,US
1210,2025-10-28,basic,BR
1211,2025-10-08,basic,US
1212,2025-10-17,free,BR
1213,2025-09-28,basic,US
1214,2025-10-23,free,US
1215,2025-09-05,basic,BR
1216,2025-09-07,free,BR
1217,2025-10-01,basic,MX
1218,2025-10-14,basic,US
1219,2025-10-19,free,US
1220,2025-09-27,basic,UK
1221,2025-10-09,free,US
1222,2025-10-04,premium,US
1223,2025-10-28,basic,US
1224,2025-10-10,free,US
1225,2025-09-26,free,US
1226,2025-10-29,free,US
1227,2025-09-07,free,CA
1228,2025-10-30,premium,UK
1229,2025-09-10,basic,UK
1230,2025-09-18,free,US
1231,2025-10-20,premium,US
1232,2025-10-15,free,BR
1233,2025-10-29,premium,CA
1234,2025-10-15,free,US
1235,2025-10-09,basic,MX
1236,2025-09-21,premium,BR
1237,2025-09-01,free,MX
1238,2025-09-08,basic,BR
1239,2025-09-18,premium,US
1240,2025-09-03,free,US
1241,2025-10-01,free,US
1242,2025-10-17,basic,US
1243,2025-10-28,free,CA
1244,2025-09-30,free,MX
1245,2025-10-23,free,US
1246,2025-10-30,basic,CA
1247,2025-10-22,free,BR
1248,2025-09-28,free,BR
1249,2025-09-20,basic,US
1250,2025-10-29,basic,CA
1251,2025-09-15,basic,US
1252,2025-09-25,free,US
1253,2025-09-05,premium,US
1254,2025-10-18,basic,MX
1255,2025-10-09,free,BR
1256,2025-09-06,premium,US
1257,2025-09-14,free,US
1258,2025-10-04,free,CA
1259,2025-10-03,free,MX
1260,2025-10-19,basic,US
1261,2025-09-16,free,UK
1262,2025-10-26,free,BR
1263,2025-09-27,free,UK
1264,2025-10-20,free,UK
1265,2025-09-15,free,UK
1266,2025-09-03,basic,BR
1267,2025-09-04,free,MX
1268,2025-09-23,free,US
1269,2025-10-28,basic,US
1270,2025-09-03,free,BR
1271,2025-09-23,basic,US
1272,2025-09-07,free,CA
1273,2025-10-26,free,US
1274,2025-10-11,free,US
1275,2025-10-16,free,US
1276,2025-10-13,free,US
1277,2025-10-10,basic,US
1278,2025-10-17,free,US
1279,2025-09-01,basic,CA
1280,2025-10-22,basic,US
1281,2025-10-15,free,US
1282,2025-10-15,basic,US
1283,2025-09-24,free,US
1284,2025-10-19,free,US
1285,2025-09-23,free,BR
1286,2025-09-03,basic,BR
1287,2025-10-25,premium,US
1288,2025-09-15,free,US
1289,2025-09-07,basic,US
1290,2025-10-08,basic,US
1291,2025-09-15,free,CA
1292,2025-10-22,basic,US
1293,2025-09-27,basic,CA
1294,2025-09-01,premium,US
1295,2025-10-28,premium,US
1296,2025-10-01,free,US
1297,2025-09-16,free,US
1298,2025-10-11,basic,UK
1299,2025-10-02,free,US
1300,2025-09-02,free,CA
1301,2025-10-16,premium,CA
1302,2025-09-25,free,US
1303,2025-10-12,free,US
1304,2025-10-24,basic,US
1305,2025-10-07,free,US
1306,2025-10-11,free,BR
1307,2025-09-16,premium,US
1308,2025-09-15,free,UK
1309,2025-09-25,free,MX
1310,2025-10-22,free,US
1311,2025-10-02,premium,BR
1312,2025-09-21,free,US
1313,2025-10-17,basic,UK
1314,2025-10-22,free,US
1315,2025-10-25,free,UK
1316,2025-09-18,premium,CA
1317,2025-10-13,basic,CA
1318,2025-10-06,premium,US
1319,2025-09-27,free,CA
1320,2025-09-24,basic,US
1321,2025-09-07,premium,BR
1322,2025-09-17,free,US
1323,2025-10-03,free,US
1324,2025-10-24,premium,US
1325,2025-10-22,free,US
1326,2025-09-12,basic,US
1327,2025-10-11,premium,CA
1328,2025-09-06,free,US
1329,2025-10-11,free,BR
1330,2025-09-21,free,US
1331,2025-09-27,free,BR
1332,2025-10-14,free,BR
1333,2025-09-26,basic,US
1334,2025-10-19,free,BR
1335,2025-10-03,basic,UK
1336,2025-10-30,free,CA
1337,2025-10-09,free,US
1338,2025-09-18,free,US
1339,2025-10-17,basic,BR
1340,2025-09-25,free,US
1341,2025-10-03,free,CA
1342,2025-09-09,premium,US
1343,2025-09-08,basic,CA
1344,2025-10-05,free,US
1345,2025-09-12,premium,US
1346,2025-10-30,free,UK
1347,2025-10-22,free,CA
1348,2025-10-13,free,CA
1349,2025-10-15,free,UK
1350,2025-10-06,free,US
1351,2025-09-04,basic,US
1352,2025-09-24,free,US
1353,2025-09-30,basic,US
1354,2025-10-25,premium,US
1355,2025-09-14,basic,UK
1356,2025-09-30,basic,US
1357,2025-09-21,basic,US
1358,2025-09-09,premium,US
1359,2025-09-07,free,US
1360,2025-09-22,free,US
1361,2025-09-05,basic,MX
1362,2025-09-05,basic,US
1363,2025-09-22,free,MX
1364,2025-09-13,basic,CA
1365,2025-10-04,free,MX
1366,2025-09-02,premium,MX
1367,2025-09-19,free,US
1368,2025-09-28,free,US
1369,2025-10-28,free,US
1370,2025-10-09,free,UK
1371,2025-10-23,free,MX
1372,2025-09-21,free,US
1373,2025-09-27,free,US
1374,2025-09-26,free,CA
1375,2025-10-24,free,MX
1376,2025-10-28,free,US
1377,2025-10-28,free,CA
1378,2025-10-16,free,MX
1379,2025-10-01,free,MX
1380,2025-10-03,free,US
1381,2025-10-29,free,US
1382,2025-09-18,basic,UK
1383,2025-09-21,premium,US
1384,2025-10-24,premium,US
1385,2025-09-24,basic,US
1386,2025-09-15,basic,US
1387,2025-10-04,free,CA
1388,2025-09-20,basic,US
1389,2025-10-24,basic,CA
1390,2025-10-25,basic,US
1391,2025-09-19,premium,US
1392,2025-10-02,free,US
1393,2025-10-30,basic,CA
1394,2025-10-15,basic,US
1395,2025-09-13,free,US
1396,2025-10-06,premium,BR
1397,2025-10-08,free,US
1398,2025-10-10,premium,US
1399,2025-09-02,basic,US
1400,2025-09-18,free,CA
1401,2025-10-22,basic,US
1402,2025-09-15,free,US
1403,2025-09-18,basic,US
1404,2025-09-20,basic,US
1405,2025-09-11,basic,US
1406,2025-09-10,premium,US
1407,2025-09-21,free,US
1408,2025-10-23,free,US
1409,2025-09-01,free,CA
1410,2025-09-17,free,US
1411,2025-09-04,free,US
1412,2025-10-04,free,UK
1413,2025-09-16,free,CA
1414,2025-10-18,free,MX
1415,2025-10-06,premium,US
1416,2025-10-18,free,US
1417,2025-10-09,premium,US
1418,2025-09-27,free,US
1419,2025-10-22,free,US
1420,2025-09-29,basic,US
1421,2025-10-27,free,US
1422,2025-10-30,free,MX
1423,2025-10-06,basic,US
1424,2025-10-11,free,US
1425,2025-09-16,free,BR
1426,2025-10-19,basic,CA
1427,2025-10-11,free,US
1428,2025-10-25,basic,US
1429,2025-09-17,free,US
1430,2025-10-18,premium,US
1431,2025-09-29,basic,BR
1432,2025-09-12,premium,US
1433,2025-09-11,basic,US
1434,2025-10-04,free,US
1435,2025-09-20,basic,US
1436,2025-09-07,free,US
1437,2025-09-26,basic,US
1438,2025-10-10,basic,UK
1439,2025-09-20,free,MX
1440,2025-10-28,premium,US
1441,2025-10-17,free,US
1442,2025-10-01,basic,MX
1443,2025-10-27,basic,US
1444,2025-09-26,free,US
1445,2025-09-09,basic,BR
1446,2025-09-03,basic,US
1447,2025-10-27,free,US
1448,2025-10-28,basic,US
1449,2025-10-15,free,US
1450,2025-09-07,basic,US
1451,2025-09-18,free,CA
1452,2025-09-03,premium,US
1453,2025-09-04,premium,US
1454,2025-09-15,free,MX
1455,2025-10-05,free,US
1456,2025-09-04,basic,US
1457,2025-10-30,basic,US
1458,2025-09-28,free,MX
1459,2025-09-16,free,US
1460,2025-10-01,free,BR
1461,2025-10-18,premium,CA
1462,2025-09-19,free,BR
1463,2025-09-03,premium,UK
1464,2025-09-04,free,BR
1465,2025-10-22,premium,CA
1466,2025-09-07,free,CA
1467,2025-10-09,free,BR
1468,2025-09-24,premium,CA
1469,2025-10-17,premium,UK
1470,2025-09-04,free,US
1471,2025-10-24,free,MX
1472,2025-10-12,free,US
1473,2025-09-27,free,CA
1474,2025-09-13,free,US
1475,2025-10-29,premium,CA
1476,2025-09-19,free,BR
1477,2025-09-30,basic,UK
1478,2025-09-24,free,US
1479,2025-09-14,free,BR
1480,2025-09-25,basic,BR
1481,2025-09-10,free,UK
1482,2025-09-01,basic,UK
1483,2025-09-18,free,US
1484,2025-09-07,premium,US
1485,2025-09-25,basic,US
1486,2025-10-22,premium,UK
1487,2025-09-10,free,US
1488,2025-09-01,free,BR
1489,2025-09-07,free,BR
1490,2025-10-01,basic,US
1491,2025-09-17,free,US
1492,2025-09-30,free,US
1493,2025-09-02,free,CA
1494,2025-09-20,free,US
1495,2025-09-25,free,US
1496,2025-09-26,free,BR
1497,2025-10-04,free,US
1498,2025-10-17,basic,CA
1499,2025-09-29,free,US
1500,2025-10-21,free,US
