session_id,user_id,session_date,device,genre,watch_minutes,completed_episode
11208,271,2025-10-29,web,comedy,46,1
11209,271,2025-11-09,mobile,sci-fi,45,0
11210,271,2025-11-10,web,sci-fi,29,1
11211,271,2025-11-24,tv,drama,24,0
11212,271,2025-11-24,mobile,drama,30,0
11213,271,2025-12-08,web,sci-fi,31,0
11214,271,2025-12-12,mobile,romance,38,1
11215,271,2025-12-12,tv,drama,47,0
11216,271,2025-12-13,mobile,action,15,0
11217,271,2025-12-13,mobile,drama,42,1
11218,271,2025-12-13,web,drama,17,0
11219,271,2025-12-15,tv,fantasy,23,1
11220,271,2025-12-16,web,sports,38,0
11221,271,2025-12-16,mobile,comedy,24,0
11222,271,2025-12-18,tablet,fantasy,37,1
11223,271,2025-12-18,mobile,sci-fi,25,1
11224,271,2025-12-18,web,comedy,22,1
11225,271,2025-12-20,mobile,action,41,1
11226,271,2025-12-20,mobile,comedy,16,0
11227,271,2025-12-21,web,comedy,21,0
11228,271,2025-12-21,web,romance,44,1
11229,271,2025-12-24,tablet,comedy,24,1
11230,271,2025-12-24,mobile,comedy,36,1
11231,271,2025-12-24,web,fantasy,28,1
11232,271,2025-12-24,mobile,comedy,25,1
11233,271,2025-12-25,web,fantasy,31,1
11234,271,2026-01-05,tv,romance,52,1
11235,271,2026-01-06,tablet,action,31,0
11236,271,2026-01-06,web,romance,40,0
11237,271,2026-01-06,web,action,18,0
11238,271,2026-01-08,web,sports,22,0
11239,271,2026-01-08,web,drama,51,1
11240,271,2026-01-08,tablet,comedy,29,0
11241,271,2026-01-09,web,fantasy,31,1
11242,272,2025-09-14,web,drama,23,1
11243,272,2025-09-14,mobile,sci-fi,37,0
11244,272,2025-09-19,tv,fantasy,41,0
11245,272,2025-09-19,mobile,sci-fi,16,0
11246,272,2025-09-19,mobile,drama,45,1
11247,272,2025-09-20,tablet,comedy,30,1
11248,272,2025-09-20,tablet,sci-fi,23,0
11249,272,2025-09-20,web,action,28,0
11250,272,2025-09-22,web,comedy,14,0
11251,273,2025-09-18,mobile,comedy,44,1
11252,273,2025-09-18,tablet,drama,18,0
11253,273,2025-09-26,tablet,comedy,34,1
11254,273,2025-09-26,web,action,50,0
11255,273,2025-09-26,mobile,sports,14,0
11256,273,2025-09-27,web,drama,27,1
11257,273,2025-09-27,mobile,sports,42,0
11258,273,2025-10-16,web,fantasy,36,1
11259,273,2025-10-24,web,romance,36,1
11260,273,2025-10-24,web,romance,36,1
11261,273,2025-10-27,mobile,comedy,37,1
11262,273,2025-10-30,mobile,action,53,1
11263,273,2025-11-03,mobile,fantasy,26,1
11264,273,2025-11-07,tv,sports,40,0
11265,273,2025-11-16,mobile,action,30,0
11266,273,2025-11-16,mobile,sports,42,1
11267,273,2025-11-21,mobile,fantasy,46,1
11268,273,2025-11-21,tablet,action,19,0
11269,273,2025-12-03,mobile,drama,24,1
11270,273,2025-12-03,tv,action,59,0
11271,273,2025-12-03,mobile,sports,22,0
11272,273,2025-12-10,mobile,sci-fi,53,1
11273,273,2025-12-13,web,sci-fi,39,0
11274,273,2025-12-13,mobile,sports,33,0
11275,273,2025-12-13,web,action,65,1
11276,273,2025-12-19,mobile,sci-fi,34,1
11277,273,2025-12-19,mobile,sci-fi,42,0
11278,273,2025-12-21,mobile,fantasy,39,1
11279,273,2025-12-31,tv,sci-fi,53,1
11280,273,2026-01-06,mobile,romance,34,0
11281,274,2025-10-29,mobile,drama,10,0
11282,274,2025-10-29,tv,sports,34,0
11283,274,2025-10-30,mobile,action,27,1
11284,274,2025-10-30,mobile,sports,24,0
11285,274,2025-10-30,tv,comedy,28,1
11286,274,2025-11-03,web,drama,23,0
11287,274,2025-11-03,web,action,14,0
11288,274,2025-11-03,web,romance,25,1
11289,274,2025-11-09,mobile,comedy,30,1
11290,274,2025-11-09,tv,romance,21,1
11291,274,2025-11-09,web,drama,24,1
11292,274,2025-11-09,tv,fantasy,15,0
11293,274,2025-11-10,web,comedy,20,0
11294,274,2025-11-10,mobile,comedy,16,0
11295,274,2025-11-10,tv,action,31,1
11296,274,2025-11-10,mobile,sports,34,1
11297,274,2025-11-11,mobile,action,19,0
11298,274,2025-11-11,tv,action,25,1
11299,274,2025-11-16,mobile,romance,25,0
11300,274,2025-11-16,tablet,sci-fi,30,0
11301,274,2025-11-19,mobile,romance,13,0
11302,274,2025-11-19,mobile,drama,36,0
11303,274,2025-11-21,tv,romance,15,0
11304,274,2025-11-21,tv,comedy,8,0
11305,274,2025-11-26,tv,romance,14,0
11306,274,2025-11-26,mobile,sci-fi,28,1
11307,274,2025-12-02,web,sports,22,0
11308,274,2025-12-03,web,sports,31,1
11309,274,2025-12-03,web,sports,27,1
11310,274,2025-12-03,mobile,sports,23,0
11311,274,2025-12-10,mobile,fantasy,20,1
11312,274,2025-12-10,mobile,sports,30,1
11313,274,2025-12-10,mobile,fantasy,18,0
11314,274,2025-12-17,mobile,drama,20,1
11315,274,2025-12-17,web,fantasy,20,1
11316,274,2025-12-17,tv,sports,27,1
11317,274,2025-12-18,tv,comedy,30,0
11318,274,2025-12-18,mobile,fantasy,21,1
11319,274,2025-12-18,mobile,action,17,0
11320,274,2025-12-19,mobile,drama,30,0
11321,274,2025-12-19,mobile,drama,33,0
11322,274,2025-12-22,web,sports,19,0
11323,274,2025-12-22,tv,sports,23,1
11324,274,2025-12-24,mobile,drama,34,0
11325,274,2025-12-24,mobile,drama,32,0
11326,274,2025-12-24,tablet,sports,25,1
11327,274,2025-12-24,tv,sports,45,1
11328,274,2025-12-25,tablet,drama,2,0
11329,274,2025-12-25,web,sports,34,1
11330,274,2025-12-25,mobile,fantasy,14,0
11331,274,2025-12-27,mobile,drama,19,0
11332,274,2025-12-27,mobile,drama,10,0
11333,274,2025-12-28,web,drama,30,1
11334,274,2025-12-28,web,comedy,28,1
11335,274,2025-12-28,mobile,sports,30,0
11336,274,2025-12-30,web,drama,30,0
11337,274,2025-12-30,web,action,23,0
11338,274,2025-12-30,tv,sci-fi,19,0
11339,274,2026-01-03,web,drama,2,0
11340,274,2026-01-03,web,sports,24,0
11341,274,2026-01-04,mobile,drama,31,1
11342,274,2026-01-04,web,romance,31,0
11343,274,2026-01-04,web,action,34,1
11344,274,2026-01-04,mobile,comedy,21,1
11345,274,2026-01-05,mobile,comedy,22,1
11346,274,2026-01-07,mobile,comedy,9,0
11347,274,2026-01-07,web,action,30,1
11348,274,2026-01-13,mobile,sports,39,0
11349,274,2026-01-13,tv,romance,13,0
11350,274,2026-01-13,web,sports,28,0
11351,274,2026-01-15,web,drama,39,0
11352,274,2026-01-15,mobile,romance,31,1
11353,274,2026-01-15,mobile,action,23,0
11354,274,2026-01-15,mobile,fantasy,20,1
11355,274,2026-01-16,mobile,romance,28,0
11356,274,2026-01-18,web,sci-fi,26,1
11357,274,2026-01-18,mobile,sci-fi,21,1
11358,274,2026-01-18,web,romance,30,1
11359,274,2026-01-18,mobile,sci-fi,17,0
11360,274,2026-01-20,web,action,23,0
11361,274,2026-01-20,mobile,fantasy,45,1
11362,274,2026-01-23,mobile,sci-fi,9,0
11363,274,2026-01-23,web,sci-fi,12,0
11364,274,2026-01-23,mobile,romance,19,0
11365,274,2026-01-29,mobile,action,39,0
11366,274,2026-01-29,web,action,4,0
11367,274,2026-02-03,tv,sports,23,1
11368,274,2026-02-04,tablet,comedy,20,0
11369,274,2026-02-04,mobile,action,32,0
11370,274,2026-02-04,web,action,20,0
11371,274,2026-02-12,tv,sports,42,1
11372,274,2026-02-12,mobile,sci-fi,31,1
11373,274,2026-02-13,mobile,comedy,19,0
11374,274,2026-02-13,web,fantasy,30,0
11375,274,2026-02-13,tv,romance,34,1
11376,274,2026-02-20,mobile,comedy,20,1
11377,274,2026-02-21,mobile,sports,24,0
11378,274,2026-02-21,web,romance,28,0
11379,274,2026-02-21,tablet,fantasy,45,1
11380,274,2026-02-23,mobile,sci-fi,23,1
11381,274,2026-02-24,mobile,action,29,0
11382,274,2026-02-24,tv,fantasy,30,1
11383,275,2025-10-02,mobile,sci-fi,25,1
11384,275,2025-10-02,mobile,sports,28,1
11385,275,2025-10-02,mobile,action,28,0
11386,275,2025-10-15,tablet,comedy,35,0
11387,275,2025-10-23,mobile,action,30,1
11388,275,2025-10-23,mobile,fantasy,14,0
11389,275,2025-10-23,mobile,fantasy,19,0
11390,275,2025-11-01,tv,comedy,22,1
11391,275,2025-11-01,web,sports,35,1
11392,275,2025-11-04,tablet,comedy,18,0
11393,275,2025-11-12,web,drama,19,0
11394,275,2025-11-13,tv,sci-fi,30,1
11395,275,2025-11-16,tv,romance,23,1
11396,275,2025-11-20,tv,sci-fi,34,1
11397,275,2025-11-27,tablet,comedy,18,0
11398,275,2025-12-01,mobile,drama,17,0
11399,276,2025-10-01,web,sports,6,0
11400,276,2025-10-10,mobile,romance,10,0
11401,276,2025-10-10,web,sports,2,0
11402,276,2025-10-20,mobile,sports,25,1
11403,276,2025-10-24,mobile,sci-fi,29,1
11404,276,2025-10-24,tv,sci-fi,11,0
11405,276,2025-10-27,mobile,action,2,0
11406,276,2025-10-27,mobile,comedy,2,0
11407,276,2025-11-10,web,action,7,0
11408,276,2025-11-10,tv,fantasy,26,0
11409,276,2025-11-10,web,sci-fi,17,0
11410,276,2025-11-10,web,comedy,7,0
11411,276,2025-11-14,tv,drama,33,0
11412,276,2025-11-17,web,comedy,13,0
11413,276,2025-11-17,mobile,sci-fi,29,1
11414,276,2025-12-02,tv,sports,31,1
11415,276,2025-12-03,mobile,comedy,20,0
11416,276,2025-12-03,mobile,comedy,2,0
11417,276,2025-12-03,web,action,18,0
11418,276,2025-12-09,tv,sci-fi,20,0
11419,276,2025-12-09,tv,romance,25,1
11420,276,2025-12-09,tv,fantasy,16,0
11421,276,2025-12-10,mobile,romance,34,0
11422,276,2025-12-10,tv,sports,36,1
11423,276,2025-12-22,tv,comedy,8,0
11424,276,2025-12-24,web,drama,8,0
11425,276,2025-12-24,mobile,comedy,18,0
11426,276,2025-12-24,mobile,action,24,1
11427,276,2025-12-27,mobile,fantasy,12,0
11428,276,2025-12-27,web,action,5,0
11429,276,2026-01-06,mobile,sci-fi,23,1
11430,276,2026-01-06,mobile,comedy,21,1
11431,276,2026-01-07,web,drama,16,0
11432,276,2026-01-07,web,sci-fi,40,0
11433,276,2026-01-12,mobile,sports,2,0
11434,276,2026-01-12,web,romance,21,1
11435,276,2026-01-12,tv,drama,36,0
11436,276,2026-01-18,mobile,drama,9,0
11437,277,2025-10-03,web,sci-fi,51,0
11438,277,2025-10-03,mobile,action,42,1
11439,277,2025-10-05,web,sports,15,0
11440,277,2025-10-08,mobile,drama,33,0
11441,277,2025-10-08,web,fantasy,51,1
11442,277,2025-10-13,tv,action,23,1
11443,277,2025-10-13,mobile,comedy,45,0
11444,277,2025-10-13,tv,comedy,14,0
11445,277,2025-10-15,web,fantasy,59,1
11446,277,2025-10-17,tv,drama,23,1
11447,277,2025-10-19,tablet,comedy,34,1
11448,277,2025-10-21,tv,romance,41,1
11449,277,2025-10-21,tv,action,29,0
11450,277,2025-10-21,mobile,sci-fi,24,1
11451,277,2025-10-21,web,sci-fi,49,0
11452,277,2025-10-21,web,fantasy,44,1
11453,277,2025-10-21,web,drama,14,0
11454,277,2025-10-25,web,drama,30,0
11455,277,2025-10-26,tv,sci-fi,34,0
11456,277,2025-10-26,mobile,drama,20,0
11457,277,2025-11-08,web,drama,41,0
11458,277,2025-11-09,mobile,sports,37,1
11459,277,2025-11-09,web,action,36,0
11460,277,2025-11-12,tv,sci-fi,37,1
11461,277,2025-11-12,web,sports,37,0
11462,277,2025-11-14,mobile,fantasy,54,0
11463,277,2025-11-14,web,sports,37,1
11464,277,2025-11-16,tv,sports,38,1
11465,277,2025-11-16,mobile,romance,18,0
11466,277,2025-11-16,web,romance,27,1
11467,277,2025-11-21,tv,sports,34,0
11468,277,2025-11-21,mobile,action,55,1
11469,277,2025-11-21,tablet,sports,26,0
11470,277,2025-11-21,web,romance,36,1
11471,277,2025-11-22,web,fantasy,35,1
11472,277,2025-11-22,tv,action,39,1
11473,277,2025-11-22,web,sports,27,1
11474,277,2025-11-26,tv,comedy,31,0
11475,277,2025-11-26,mobile,action,25,0
11476,277,2025-11-28,tablet,drama,27,0
11477,277,2025-12-02,web,action,42,1
11478,277,2025-12-02,tv,sports,46,1
11479,277,2025-12-02,mobile,fantasy,47,0
11480,277,2025-12-02,tv,sci-fi,35,1
11481,277,2025-12-03,mobile,fantasy,31,1
11482,277,2025-12-03,web,romance,19,0
11483,277,2025-12-04,web,drama,48,0
11484,277,2025-12-04,web,action,31,1
11485,277,2025-12-04,tv,fantasy,33,1
11486,277,2025-12-10,mobile,action,39,1
11487,277,2025-12-10,mobile,drama,40,0
11488,277,2025-12-10,mobile,action,55,1
11489,277,2025-12-10,web,comedy,52,1
11490,277,2025-12-18,tablet,romance,32,1
11491,277,2025-12-18,mobile,action,34,1
11492,277,2025-12-19,tablet,romance,13,0
11493,277,2025-12-19,mobile,sports,39,0
11494,277,2025-12-21,tv,fantasy,42,0
11495,277,2025-12-21,web,romance,34,1
11496,277,2025-12-21,mobile,sci-fi,48,0
11497,277,2025-12-22,web,fantasy,32,1
11498,277,2025-12-22,web,action,47,1
11499,277,2025-12-22,tv,comedy,40,1
11500,277,2025-12-28,tv,drama,47,1
11501,277,2025-12-29,mobile,romance,25,0
11502,277,2026-01-06,mobile,sci-fi,32,0
11503,277,2026-01-12,tv,romance,40,1
11504,277,2026-01-12,mobile,action,39,0
11505,277,2026-01-12,web,romance,39,0
11506,277,2026-01-15,tablet,sci-fi,39,0
11507,277,2026-01-15,web,sports,30,1
11508,277,2026-01-15,mobile,comedy,36,1
11509,278,2025-10-20,web,drama,7,0
11510,278,2025-10-20,mobile,romance,37,1
11511,278,2025-10-23,mobile,drama,14,0
11512,278,2025-10-23,web,sci-fi,17,0
11513,278,2025-10-24,tv,romance,23,1
11514,278,2025-10-24,mobile,sports,33,1
11515,278,2025-10-31,tablet,fantasy,16,0
11516,278,2025-10-31,mobile,comedy,16,0
11517,278,2025-11-06,tv,drama,28,0
11518,278,2025-11-10,tv,action,31,0
11519,278,2025-11-10,mobile,fantasy,33,0
11520,278,2025-11-10,web,sci-fi,9,0
11521,278,2025-11-17,tv,sports,15,0
11522,278,2025-11-17,mobile,sports,30,0
11523,278,2025-11-17,web,action,28,1
11524,278,2025-11-18,tv,sports,4,0
11525,278,2025-11-18,tablet,sci-fi,24,0
11526,278,2025-11-20,tv,comedy,11,0
11527,278,2025-11-20,mobile,comedy,28,1
11528,278,2025-11-24,tv,action,2,0
11529,278,2025-11-24,web,fantasy,15,0
11530,278,2025-11-29,web,sci-fi,23,1
11531,278,2025-11-29,tablet,drama,14,0
11532,278,2025-11-29,mobile,action,27,1
11533,278,2025-12-01,web,action,24,0
11534,278,2025-12-01,mobile,fantasy,20,0
11535,278,2025-12-01,mobile,sci-fi,17,0
11536,278,2025-12-07,tv,sci-fi,12,0
11537,278,2025-12-07,mobile,drama,4,0
11538,278,2025-12-07,tv,drama,13,0
11539,278,2025-12-07,tv,action,11,0
11540,278,2025-12-07,web,fantasy,42,1
11541,278,2025-12-07,mobile,sports,14,0
11542,278,2025-12-10,tv,fantasy,28,1
11543,278,2025-12-10,mobile,sci-fi,15,0
11544,278,2025-12-10,tv,romance,26,1
11545,278,2025-12-10,mobile,drama,18,0
11546,278,2025-12-11,web,action,20,1
11547,278,2025-12-11,web,sports,9,0
11548,278,2025-12-14,web,fantasy,14,0
11549,278,2025-12-14,web,romance,2,0
11550,278,2025-12-21,web,comedy,7,0
11551,278,2025-12-21,web,fantasy,21,1
11552,278,2025-12-21,tablet,action,22,1
11553,278,2025-12-23,mobile,comedy,18,0
11554,278,2025-12-31,tv,fantasy,14,0
11555,278,2026-01-01,tablet,comedy,5,0
11556,278,2026-01-01,tv,romance,15,0
11557,278,2026-01-01,tv,drama,24,1
11558,278,2026-01-04,tablet,sports,2,0
11559,278,2026-01-04,tv,sports,14,0
11560,278,2026-01-04,web,sports,10,0
11561,278,2026-01-13,tablet,comedy,25,0
11562,278,2026-01-13,mobile,drama,10,0
11563,278,2026-01-17,web,comedy,16,0
11564,278,2026-01-17,web,sports,4,0
11565,278,2026-01-17,web,sci-fi,13,0
11566,278,2026-01-22,web,drama,27,0
11567,278,2026-01-22,mobile,sci-fi,16,0
11568,278,2026-01-28,web,sports,28,0
11569,279,2025-09-04,tv,fantasy,14,0
11570,279,2025-09-04,mobile,comedy,21,1
11571,279,2025-09-04,tv,sports,23,1
11572,279,2025-09-04,mobile,fantasy,13,0
11573,279,2025-09-04,tablet,sports,51,1
11574,279,2025-09-05,tv,drama,25,1
11575,279,2025-09-05,web,sci-fi,28,1
11576,279,2025-09-05,mobile,sci-fi,22,0
11577,279,2025-09-11,tv,fantasy,21,0
11578,279,2025-09-11,mobile,action,26,1
11579,279,2025-09-11,tablet,drama,25,0
11580,279,2025-09-11,web,drama,39,1
11581,279,2025-09-16,web,drama,38,1
11582,279,2025-09-16,mobile,romance,2,0
11583,279,2025-09-17,mobile,fantasy,24,1
11584,279,2025-09-20,mobile,sci-fi,50,0
11585,279,2025-09-21,mobile,action,28,1
11586,279,2025-09-21,web,comedy,14,0
11587,279,2025-09-22,web,drama,45,0
11588,279,2025-09-24,tv,romance,14,0
11589,279,2025-09-25,web,comedy,19,0
11590,279,2025-09-25,web,romance,23,0
11591,279,2025-09-28,web,comedy,45,0
11592,279,2025-09-28,mobile,romance,10,0
11593,279,2025-09-28,web,comedy,15,0
11594,279,2025-09-29,tv,comedy,38,0
11595,279,2025-10-02,web,drama,29,0
11596,279,2025-10-02,mobile,fantasy,29,0
11597,279,2025-10-02,mobile,drama,8,0
11598,279,2025-10-05,mobile,drama,29,1
11599,279,2025-10-05,tv,drama,39,0
11600,279,2025-10-11,tablet,fantasy,10,0
11601,279,2025-10-16,web,sci-fi,35,1
11602,279,2025-10-16,web,romance,19,0
11603,279,2025-10-19,mobile,fantasy,41,1
11604,279,2025-10-19,tv,sports,25,0
11605,279,2025-10-19,web,fantasy,17,0
11606,279,2025-10-24,mobile,sci-fi,17,0
11607,279,2025-11-03,tablet,fantasy,32,0
11608,279,2025-11-08,mobile,sports,31,0
11609,279,2025-11-20,mobile,comedy,26,0
11610,279,2025-11-20,web,fantasy,33,0
11611,279,2025-11-21,mobile,drama,20,1
11612,279,2025-11-22,mobile,drama,18,0
11613,279,2025-11-23,web,fantasy,25,0
11614,279,2025-11-23,mobile,action,35,0
11615,279,2025-11-23,mobile,fantasy,36,1
11616,279,2025-11-24,tablet,comedy,31,1
11617,279,2025-11-24,web,fantasy,30,1
11618,279,2025-11-28,web,romance,22,1
11619,279,2025-11-28,mobile,sci-fi,43,1
11620,279,2025-12-01,tv,fantasy,25,0
11621,279,2025-12-01,web,romance,28,1
11622,279,2025-12-01,tv,drama,24,1
11623,279,2025-12-09,tv,comedy,7,0
11624,279,2025-12-09,tv,drama,27,0
11625,279,2025-12-11,web,drama,26,0
11626,279,2025-12-11,mobile,romance,20,1
11627,279,2025-12-11,mobile,drama,14,0
11628,279,2025-12-13,mobile,fantasy,19,0
11629,279,2025-12-13,web,fantasy,35,1
11630,279,2025-12-15,mobile,fantasy,23,1
11631,279,2025-12-15,web,sci-fi,29,1
11632,279,2025-12-20,mobile,sci-fi,39,1
11633,279,2025-12-22,mobile,drama,37,0
11634,279,2025-12-22,mobile,sports,37,1
11635,280,2025-09-08,mobile,fantasy,28,0
11636,280,2025-09-08,tv,sports,6,0
11637,280,2025-09-12,web,drama,23,0
11638,280,2025-09-23,mobile,romance,31,1
11639,280,2025-09-23,mobile,comedy,3,0
11640,280,2025-10-03,web,fantasy,17,0
11641,280,2025-10-03,mobile,fantasy,2,0
11642,280,2025-10-04,web,fantasy,11,0
11643,280,2025-10-26,web,sci-fi,33,1
11644,280,2025-10-26,mobile,sci-fi,28,1
11645,280,2025-10-26,web,sports,32,1
11646,280,2025-11-04,tv,sports,21,0
11647,280,2025-11-04,mobile,comedy,25,0
11648,280,2025-11-07,mobile,action,2,0
11649,280,2025-11-07,mobile,comedy,18,0
11650,280,2025-11-09,mobile,comedy,8,0
11651,280,2025-11-11,mobile,fantasy,27,1
11652,280,2025-11-11,mobile,romance,7,0
11653,280,2025-11-14,web,romance,2,0
11654,280,2025-11-14,mobile,action,19,0
11655,280,2025-11-15,mobile,romance,4,0
11656,280,2025-11-15,tv,comedy,19,0
11657,280,2025-11-15,web,sports,24,1
11658,280,2025-11-21,web,sci-fi,12,0
11659,280,2025-11-21,web,drama,14,0
11660,280,2025-11-21,mobile,action,6,0
11661,280,2025-11-30,tablet,comedy,25,1
11662,280,2025-11-30,mobile,sci-fi,10,0
11663,280,2025-12-20,tv,romance,14,0
11664,280,2025-12-21,web,sci-fi,9,0
11665,281,2025-09-19,mobile,romance,39,1
11666,281,2025-09-19,mobile,drama,47,1
11667,281,2025-09-19,tv,drama,37,1
11668,281,2025-09-19,mobile,sci-fi,25,1
11669,281,2025-09-19,tv,drama,17,0
11670,281,2025-09-19,mobile,sports,5,0
11671,281,2025-09-22,mobile,fantasy,27,1
11672,281,2025-10-03,web,fantasy,21,0
11673,281,2025-10-10,mobile,comedy,26,1
11674,281,2025-10-10,web,comedy,16,0
11675,281,2025-10-11,web,fantasy,37,1
11676,281,2025-10-11,tv,romance,2,0
11677,281,2025-10-11,mobile,romance,25,1
11678,282,2025-10-02,mobile,drama,23,1
11679,282,2025-10-02,web,sci-fi,17,0
11680,282,2025-10-04,tv,fantasy,14,0
11681,282,2025-10-04,mobile,sports,7,0
11682,282,2025-10-06,mobile,fantasy,33,1
11683,282,2025-10-06,mobile,drama,26,0
11684,282,2025-10-06,tv,romance,55,1
11685,282,2025-10-06,web,fantasy,36,1
11686,282,2025-10-08,web,comedy,24,1
11687,282,2025-10-08,tv,sci-fi,27,0
11688,282,2025-10-09,web,sports,12,0
11689,282,2025-10-10,mobile,sci-fi,43,1
11690,282,2025-10-10,mobile,action,27,1
11691,282,2025-10-10,tv,romance,44,0
11692,282,2025-10-13,tablet,action,15,0
11693,282,2025-10-16,web,drama,15,0
11694,282,2025-10-16,mobile,sci-fi,29,0
11695,282,2025-10-16,web,romance,27,0
11696,282,2025-10-22,tv,fantasy,32,0
11697,282,2025-10-22,mobile,sports,23,0
11698,282,2025-10-22,tv,action,39,1
11699,282,2025-10-24,mobile,comedy,21,0
11700,282,2025-10-24,web,fantasy,15,0
11701,282,2025-10-27,tv,sci-fi,28,0
11702,282,2025-10-30,web,fantasy,39,1
11703,282,2025-10-30,web,romance,24,1
11704,282,2025-10-30,tv,sports,13,0
11705,282,2025-10-31,web,comedy,19,0
11706,282,2025-10-31,tv,sports,13,0
11707,282,2025-10-31,mobile,romance,41,1
11708,282,2025-10-31,mobile,romance,21,1
11709,282,2025-10-31,tv,sci-fi,12,0
11710,282,2025-10-31,tablet,fantasy,26,1
11711,282,2025-11-03,web,comedy,22,0
11712,282,2025-11-04,web,sports,19,0
11713,282,2025-11-04,mobile,romance,32,0
11714,282,2025-11-11,mobile,sports,20,1
11715,282,2025-11-11,web,sports,33,1
11716,282,2025-11-11,web,drama,34,1
11717,282,2025-11-11,tablet,fantasy,23,0
11718,282,2025-11-17,mobile,comedy,23,1
11719,282,2025-11-17,tablet,comedy,33,1
11720,282,2025-11-17,web,comedy,44,0
11721,282,2025-11-17,mobile,romance,25,1
11722,282,2025-11-17,tv,sports,30,0
11723,282,2025-11-22,web,comedy,32,1
11724,282,2025-11-22,web,sci-fi,17,0
11725,282,2025-11-22,web,sci-fi,24,0
11726,282,2025-11-23,tv,action,9,0
11727,282,2025-11-23,mobile,action,27,0
11728,282,2025-11-23,web,sci-fi,31,0
11729,282,2025-11-23,tv,romance,32,1
11730,282,2025-12-03,tv,comedy,39,1
11731,282,2025-12-07,tv,sci-fi,38,0
11732,282,2025-12-07,mobile,sci-fi,17,0
11733,282,2025-12-08,web,comedy,33,1
11734,282,2025-12-09,web,action,18,0
11735,282,2025-12-09,web,action,3,0
11736,282,2025-12-09,tv,action,2,0
11737,282,2025-12-09,tablet,sci-fi,22,1
11738,282,2025-12-13,mobile,sci-fi,30,1
11739,282,2025-12-14,tv,comedy,30,1
11740,282,2025-12-14,mobile,sports,32,1
11741,282,2025-12-17,web,comedy,35,1
11742,282,2025-12-17,web,sci-fi,29,1
11743,282,2025-12-17,mobile,romance,21,1
11744,282,2025-12-24,mobile,action,18,0
11745,282,2025-12-24,mobile,fantasy,14,0
11746,282,2025-12-27,mobile,action,22,0
11747,282,2025-12-27,web,romance,22,1
11748,282,2025-12-27,tablet,sports,16,0
11749,282,2025-12-27,mobile,sports,36,1
11750,282,2026-01-06,web,sports,44,1
11751,282,2026-01-06,mobile,fantasy,16,0
11752,282,2026-01-10,web,fantasy,27,1
11753,282,2026-01-10,web,action,21,0
11754,282,2026-01-17,web,action,22,1
11755,282,2026-01-19,mobile,drama,28,1
11756,282,2026-01-19,tv,sci-fi,19,0
11757,282,2026-01-19,web,sci-fi,43,1
11758,282,2026-01-20,tv,action,41,1
11759,282,2026-01-20,tv,romance,3,0
11760,282,2026-01-22,tv,romance,32,1
11761,282,2026-01-22,tv,sports,20,1
11762,283,2025-10-12,mobile,fantasy,50,0
11763,283,2025-10-12,mobile,fantasy,57,1
11764,283,2025-10-12,mobile,fantasy,17,0
11765,283,2025-10-19,tablet,sports,20,1
11766,283,2025-10-19,mobile,comedy,36,1
11767,283,2025-10-20,tv,fantasy,34,1
11768,283,2025-10-20,tablet,action,19,0
11769,283,2025-10-20,mobile,comedy,34,1
11770,283,2025-10-21,tv,fantasy,18,0
11771,283,2025-10-27,mobile,romance,33,0
11772,283,2025-10-27,tv,action,40,1
11773,283,2025-10-29,mobile,drama,17,0
11774,283,2025-11-07,web,sports,32,1
11775,283,2025-11-08,web,action,32,1
11776,283,2025-11-08,web,romance,18,0
11777,283,2025-11-09,mobile,sports,26,0
11778,283,2025-11-11,web,sci-fi,26,0
11779,283,2025-11-22,tv,drama,27,0
11780,283,2025-11-22,mobile,romance,36,1
11781,283,2025-11-23,mobile,romance,28,1
11782,283,2025-11-23,mobile,fantasy,25,1
11783,283,2025-11-23,mobile,sports,37,0
11784,283,2025-11-23,tv,fantasy,25,0
11785,283,2025-11-23,web,drama,27,0
11786,283,2025-11-24,mobile,comedy,13,0
11787,283,2025-11-24,tv,action,36,0
11788,283,2025-11-24,mobile,fantasy,24,1
11789,283,2025-11-24,tv,romance,15,0
11790,283,2025-11-24,mobile,comedy,38,1
11791,283,2025-12-03,tv,fantasy,25,0
11792,283,2025-12-03,mobile,fantasy,25,0
11793,283,2025-12-08,mobile,fantasy,26,1
11794,283,2025-12-08,web,romance,25,1
11795,283,2025-12-08,mobile,sci-fi,36,0
11796,283,2025-12-10,web,action,15,0
11797,283,2025-12-10,web,romance,32,1
11798,283,2025-12-10,mobile,sci-fi,16,0
11799,283,2025-12-11,web,action,9,0
11800,283,2025-12-11,mobile,sci-fi,27,1
11801,283,2025-12-14,web,action,26,0
11802,283,2025-12-14,mobile,sci-fi,34,1
11803,283,2025-12-14,web,sci-fi,28,0
11804,283,2025-12-14,tv,sports,26,1
11805,283,2025-12-14,web,sports,22,0
11806,283,2025-12-19,mobile,drama,28,0
11807,283,2025-12-24,web,comedy,21,0
11808,283,2025-12-24,web,fantasy,13,0
11809,283,2025-12-24,web,sci-fi,33,1
11810,283,2025-12-24,tv,romance,20,1
11811,283,2026-01-01,mobile,sports,23,0
11812,283,2026-01-01,mobile,sports,20,1
11813,284,2025-10-04,mobile,romance,25,1
11814,284,2025-10-05,web,drama,25,1
11815,284,2025-10-05,mobile,sci-fi,36,0
11816,284,2025-10-08,mobile,action,42,0
11817,284,2025-10-08,tv,sports,40,1
